,o,d,tsrc,logit,abs,rel
35213534,3521,3534,50.58775288,1.986107949,48.60164493,0.960739352
35213536,3521,3536,95.25141644,1.798147257,93.45326918,0.981122094
35213537,3521,3537,660.2860474,0.884802319,659.4012451,0.998659971
35213538,3521,3538,379.079297,4.315498307,374.7637987,0.988615843
35213539,3521,3539,2058.80191,0.445982046,2058.355928,0.999783378
35213540,3521,3540,222.6285195,6.109379704,216.5191397,0.972557965
35213541,3521,3541,710.9367529,0.49293632,710.4438166,0.999306638
35213542,3521,3542,1141.659033,0.274261613,1141.384771,0.999759769
35213543,3521,3543,6157.676265,0.399620826,6157.276644,0.999935102
35213544,3521,3544,1301.558014,1.312716408,1300.245297,0.998991427
35213546,3521,3546,341.2351904,3.316074928,337.9191155,0.990282143
35213547,3521,3547,285.2369948,0.438019423,284.7989754,0.998464367
35213548,3521,3548,210.0744649,2.081455522,207.9930094,0.99009182
35213549,3521,3549,575.2046581,2.56100794,572.6436501,0.995547658
35213551,3521,3551,7.778073425,2.452058324,5.3260151,0.684747342
35213553,3521,3553,103.1179381,1.07975117,102.0381869,0.989528969
35213554,3521,3554,19.14321096,1.607185637,17.53602532,0.916044093
35213556,3521,3556,62.92875123,1.149664686,61.77908655,0.981730693
35213557,3521,3557,456.0094271,0.487926115,455.521501,0.998930009
35213558,3521,3558,10.93109205,0.012553259,10.9185388,0.998851601
35213560,3521,3560,0.667272055,0.005524744,0.661747311,0.991720403
35219766,3521,9766,24.45188082,72.31231931,47.86043849,1.957331579
35219771,3521,9771,932.6222381,54.06434025,878.5578978,0.942029754
35219775,3521,9775,99.52269096,72.62282046,26.8998705,0.270288818
35219776,3521,9776,14.61689178,122.6858537,108.0689619,7.393429706
35219787,3521,9787,100.1788671,94.45986407,5.719003056,0.057087919
35219788,3521,9788,116.0358405,125.1213914,9.085550874,0.078299522
35219789,3521,9789,25.0463211,238.4887013,213.4423802,8.521905447
35219790,3521,9790,68.67335699,351.1857452,282.5123883,4.113857261
35219791,3521,9791,188.4737532,275.9400393,87.46628618,0.464076747
35219793,3521,9793,298.0196595,592.562552,294.5428926,0.988333767
35219794,3521,9794,337.474371,544.1105992,206.6362283,0.612301988
35223506,3522,3506,38.95346,553.2225844,514.2691244,13.20214236
35223510,3522,3510,12.22388795,677.8768839,665.652996,54.45509636
35223515,3522,3515,85.76930822,706.682861,620.9135528,7.239344303
35223516,3522,3516,5.646844932,1897.551741,1891.904896,335.0375154
35223518,3522,3518,17.77623726,699.6748473,681.89861,38.36012088
35223519,3522,3519,390.2902088,360.9855637,29.30464507,0.075084243
35223520,3522,3520,461.7713225,228.4607315,233.310591,0.505251365
35223521,3522,3521,823.3592455,378.0449934,445.3142521,0.540850491
35223522,3522,3522,227.2011956,300.9228705,73.72167492,0.324477495
35223524,3522,3524,490.6793532,191.7380911,298.9412621,0.609239537
35223525,3522,3525,51.46214164,231.9491984,180.4870568,3.507181222
35223526,3522,3526,44.45661726,315.0470235,270.5904062,6.086617087
35223528,3522,3528,14.35470219,255.5450881,241.1903859,16.80218668
35223530,3522,3530,53.8187674,213.7671635,159.9483961,2.97198178
35223531,3522,3531,33.52700137,243.0721736,209.5451722,6.250042165
35223536,3522,3536,26.95476712,155.2412352,128.2864681,4.759323926
35223537,3522,3537,13.15782795,90.95600824,77.79818029,5.912691716
35223539,3522,3539,48.36970192,49.36369797,0.993996056,0.020549973
35223540,3522,3540,6.986475342,99.18045511,92.19397977,13.19606458
35223541,3522,3541,85.65308767,130.1205978,44.46751013,0.519158285
35223542,3522,3542,146.7995666,130.6554545,16.1441121,0.10997384
35223543,3522,3543,227.9478162,98.60481928,129.3429969,0.567423716
35223544,3522,3544,65.97107315,163.3186852,97.34761209,1.475610558
35223546,3522,3546,31.8121389,261.9468919,230.134753,7.234180439
35223547,3522,3547,8.993033973,246.3165056,237.3234716,26.38970033
35223548,3522,3548,22.49119342,201.8690067,179.3778133,7.975468883
35223549,3522,3549,100.3857879,75.53077836,24.85500958,0.247594905
35223557,3522,3557,104.1754603,80.63423105,23.54122922,0.225976724
35229771,3522,9771,9.98627863,128.8982739,118.9119953,11.9075383
35229787,3522,9787,7.07136411,31.42339459,24.35203048,3.443752875
35229788,3522,9788,5.754835342,37.17500918,31.42017384,5.459786765
35229790,3522,9790,3.745103014,38.83974386,35.09464085,9.370807884
35229792,3522,9792,8.65634411,34.8356033,26.17925919,3.024285872
35229793,3522,9793,10.77202082,21.39641269,10.62439187,0.986295148
35229794,3522,9794,17.39307753,25.83360279,8.440525253,0.485280724
35233501,3523,3501,13.3318874,13.17411716,0.157770242,0.011834051
35233502,3523,3502,6.993301096,29.46074958,22.46744848,3.212710017
35233506,3523,3506,349.3901562,25.55595789,323.8341983,0.92685553
35233507,3523,3507,67.41108986,4.465379556,62.94571031,0.933758977
35233509,3523,3509,18.6592589,21.84396432,3.184705416,0.170676951
35233510,3523,3510,152.3815129,2.55159464,149.8299182,0.983255222
35233511,3523,3511,12.55495014,36.30313854,23.7481884,1.891539842
35233512,3523,3512,70.40014575,2.723897477,67.67624828,0.961308355
35233513,3523,3513,39.32672658,1.456856622,37.86986995,0.96295505
35233514,3523,3514,46.46347863,2.26344738,44.20003125,0.951285452
35233515,3523,3515,330.428269,17.52442902,312.90384,0.946964498
35233516,3523,3516,20.29673808,47.4843514,27.18761332,1.339506536
35233518,3523,3518,371.9187463,5.918322177,366.0004241,0.984087056
35233519,3523,3519,630.54818,29.84793068,600.7002493,0.952663521
35233520,3523,3520,4806.317962,38.30772446,4768.010238,0.992029715
35233521,3523,3521,1709.237123,33.67397101,1675.563152,0.98029883
35233522,3523,3522,264.7085759,13.20225726,251.5063186,0.950125313
35233523,3523,3523,1592.808855,15.74827537,1577.060579,0.990112891
35233524,3523,3524,1436.605086,9.889082637,1426.716003,0.993116353
35233525,3523,3525,1323.947928,5.855347651,1318.092581,0.995577358
35233526,3523,3526,879.2197981,0.101967625,879.1178305,0.999884025
35233528,3523,3528,184.4690847,0.044581216,184.4245034,0.999758327
35233529,3523,3529,363.6334995,15.79115261,347.8423468,0.956573988
35233530,3523,3530,1818.06775,12.28855417,1805.779196,0.993240871
35233531,3523,3531,457.8253852,14.17093104,443.6544542,0.969047302
35233532,3523,3532,122.7743255,24.88096372,97.89336176,0.797343918
35233534,3523,3534,403.1186995,19.99010611,383.1285933,0.950411365
35233536,3523,3536,124.7783529,21.79108397,102.9872689,0.825361664
35233537,3523,3537,228.3498203,44.85950328,183.490317,0.803549207
35233538,3523,3538,129.4243107,64.48063167,64.94367902,0.501788873
35233539,3523,3539,1201.211988,50.95318823,1150.2588,0.957581852
35233540,3523,3540,211.8306666,105.0098875,106.8207791,0.504274385
35233541,3523,3541,719.4918132,103.020937,616.4708762,0.856814303
35233542,3523,3542,808.901011,120.1365968,688.7644141,0.851481708
35233543,3523,3543,963.4853737,138.3917387,825.093635,0.856363425
35233544,3523,3544,359.3536285,222.9642608,136.3893677,0.379540811
35233546,3523,3546,147.2486159,537.0557675,389.8071516,2.647272093
35233547,3523,3547,13.10667753,229.5063397,216.3996621,16.51064212
35233548,3523,3548,75.37628274,158.4590613,83.08277857,1.102240327
35233549,3523,3549,174.0596197,76.79387234,97.26574739,0.558807077
35233551,3523,3551,27.50180932,122.054445,94.55263564,3.438051459
35233552,3523,3552,30.47534712,96.28615544,65.81080831,2.159476906
35233553,3523,3553,78.29159014,60.27336178,18.01822835,0.230142578
35233554,3523,3554,9.601426575,82.50168077,72.90025419,7.592648199
35233556,3523,3556,42.39326411,114.0750362,71.68177214,1.690876455
35233557,3523,3557,58.98548274,84.02439011,25.03890737,0.424492709
35233558,3523,3558,26.54561644,78.86842064,52.3228042,1.971052521
35233560,3523,3560,4.115170411,89.54093403,85.42576362,20.75874267
35239753,3523,9753,15.60733068,55.20200597,39.59467528,2.536928068
35239766,3523,9766,5.033286849,30.78323652,25.74994967,5.115931287
35239771,3523,9771,137.1487636,14.41694765,122.7318159,0.894880951
35239775,3523,9775,17.61590329,33.77953726,16.16363397,0.917559191
35239776,3523,9776,3.256649315,41.08902193,37.83237261,11.61696239
35239786,3523,9786,5.547523014,46.81449504,41.26697203,7.438810425
35239787,3523,9787,65.82877726,37.71175946,28.1170178,0.427123501
35239788,3523,9788,17.93446219,68.43050667,50.49604447,2.815587328
35239789,3523,9789,9.514745205,98.02188025,88.50713504,9.302102488
35239790,3523,9790,37.42440548,80.63073677,43.20633129,1.15449613
35239791,3523,9791,7.647233973,48.47972244,40.83248846,5.33951081
35239792,3523,9792,5.379243288,17.36821705,11.98897376,2.228747264
35239793,3523,9793,54.50736986,24.65089723,29.85647263,0.547751115
35239794,3523,9794,111.4138299,45.83887958,65.57495029,0.588571009
35243501,3524,3501,80.02961863,9.874895896,70.15472273,0.876609485
35243506,3524,3506,755.8763058,11.93408345,743.9422223,0.984211592
35243507,3524,3507,101.6209093,11.81951771,89.8013916,0.883690101
35243509,3524,3509,15.12017616,10.21653944,4.903636723,0.32431082
35243510,3524,3510,198.5826682,6.165740947,192.4169273,0.968951263
35243512,3524,3512,257.6603332,7.770644968,249.8896882,0.969841516
35243513,3524,3513,230.6462718,3.37116716,227.2751046,0.985383821
35243514,3524,3514,103.5027778,8.6279442,94.87483361,0.916640458
35243515,3524,3515,1303.735024,7.819070919,1295.915953,0.994002561
35243516,3524,3516,47.86685479,0.893820565,46.97303423,0.981326942
35243518,3524,3518,2521.614154,5.7778938,2515.83626,0.997708653
35243519,3524,3519,2523.516784,0.547814761,2522.968969,0.999782916
35243520,3524,3520,11014.94162,7.315563192,11007.62606,0.999335851
35243521,3524,3521,2822.982845,0.612292133,2822.370553,0.999783105
35243522,3524,3522,422.649809,0.348028209,422.3017808,0.999176557
35243523,3524,3523,2026.497432,0.4929376,2026.004494,0.999756754
35243524,3524,3524,1071.983729,5.442945448,1066.540784,0.994922548
35243525,3524,3525,1193.2163,14.44272748,1178.773572,0.987895969
35243526,3524,3526,4186.555879,1.710784831,4184.845095,0.999591362
35243528,3524,3528,1114.23999,9.132230871,1105.107759,0.991804072
35243529,3524,3529,510.3796085,10.98550777,499.3941007,0.97847581
35243530,3524,3530,2237.461351,10.16532476,2227.296026,0.99545676
35243531,3524,3531,218.5668737,4.045707474,214.5211662,0.981489842
35243532,3524,3532,473.8499748,4.411086257,469.4388885,0.990690964
35243534,3524,3534,51.26511644,2.59399399,48.67112245,0.949400408
35243536,3524,3536,57.29973288,1.792521304,55.50721157,0.96871676
35243537,3524,3537,646.685169,0.026583536,646.6585855,0.999958893
35243538,3524,3538,353.2791756,0.011736721,353.2674389,0.999966778
35243539,3524,3539,2339.81778,57.60535635,2282.212423,0.975380409
35243540,3524,3540,166.1150488,44.20515842,121.9098903,0.733888298
35243541,3524,3541,419.1413844,56.16526563,362.9761188,0.865999236
35243542,3524,3542,640.3276129,92.53422887,547.793384,0.855489242
35243543,3524,3543,3297.924478,71.58387016,3226.340608,0.978294266
35243544,3524,3544,1602.756143,88.89345362,1513.862689,0.944537131
35243546,3524,3546,284.8609203,168.371745,116.4891753,0.408933507
35243547,3524,3547,71.73051315,240.4657607,168.7352476,2.352349651
35243548,3524,3548,136.1554129,193.620753,57.46534008,0.422056963
35243549,3524,3549,459.8516162,398.2344608,61.61715539,0.133993561
35243551,3524,3551,80.10301863,347.3538992,267.2508806,3.336339693
35243552,3524,3552,35.41275288,347.2396262,311.8268734,8.805496552
35243553,3524,3553,304.7403981,533.2936737,228.5532756,0.749993362
35243554,3524,3554,50.52153233,775.3556358,724.8341035,14.34703324
35243556,3524,3556,29.21796877,2049.71335,2020.495381,69.15249303
35243557,3524,3557,235.1151838,888.6753164,653.5601326,2.779744472
35243558,3524,3558,64.53368219,490.2785278,425.7448456,6.597250167
35249753,3524,9753,13.43528329,303.1360632,289.7007799,21.56268489
35249766,3524,9766,24.12856438,508.2308525,484.1022881,20.06345178
35249767,3524,9767,7.832110959,419.8073027,411.9751917,52.60078591
35249771,3524,9771,483.6230241,265.2435598,218.3794643,0.451548941
35249775,3524,9775,44.35374438,333.84125,289.4875056,6.52678843
35249787,3524,9787,126.5447912,463.4726137,336.9278225,2.6625183
35249788,3524,9788,119.5078929,340.202418,220.6945252,1.846694138
35249789,3524,9789,24.20690986,290.7440624,266.5371525,11.010788
35249790,3524,9790,68.98098603,337.6404866,268.6595006,3.89468919
35249791,3524,9791,38.28776329,206.9873683,168.699605,4.406097158
35249792,3524,9792,30.8502526,113.9373322,83.08707959,2.693238226
35249793,3524,9793,38.47334986,57.65853481,19.18518494,0.498661671
35249794,3524,9794,343.2089263,125.2800718,217.9288545,0.63497432
35253501,3525,3501,36.84791178,167.7435477,130.8956359,3.55232168
35253502,3525,3502,21.2327526,168.940247,147.7074944,6.956587173
35253506,3525,3506,495.8998915,119.7781137,376.1217778,0.758463118
35253507,3525,3507,45.24968137,204.835947,159.5862656,3.526793135
35253509,3525,3509,21.00787726,303.408911,282.4010337,13.44262584
35253510,3525,3510,177.1062512,228.4837685,51.37751722,0.290094318
35253511,3525,3511,48.37888521,143.2083924,94.82950723,1.960142463
35253512,3525,3512,169.4571419,58.12452254,111.3326194,0.656995734
35253513,3525,3513,31.15781178,75.11702362,43.95921184,1.410856839
35253514,3525,3514,79.61700466,134.7881582,55.17115355,0.69295691
35253515,3525,3515,366.36482,31.74334371,334.6214763,0.913355917
35253516,3525,3516,168.3726405,38.00235924,130.3702813,0.774296114
35253518,3525,3518,482.6866293,40.03074537,442.6558839,0.917066803
35253519,3525,3519,1326.008963,32.67623668,1293.332727,0.975357454
35253520,3525,3520,8496.380902,20.3153388,8476.065564,0.997608942
35253521,3525,3521,2087.198736,25.38903806,2061.809698,0.987835831
35253522,3525,3522,214.5416063,11.87473067,202.6668756,0.944650686
35253523,3525,3523,1407.191687,27.61873098,1379.572956,0.980373157
35253524,3525,3524,2631.672938,24.54583208,2607.127106,0.990672917
35253525,3525,3525,927.7880189,3.652855156,924.1351637,0.996062834
35253526,3525,3526,5666.877243,19.77557576,5647.101667,0.996510322
35253528,3525,3528,2249.259367,2.200210814,2247.059156,0.999021807
35253529,3525,3529,1010.268305,30.49517668,979.7731288,0.969814774
35253530,3525,3530,1752.135468,2.41950303,1749.715965,0.998619112
35253531,3525,3531,119.1913773,1.330769943,117.8606073,0.988835015
35253532,3525,3532,362.8766737,1.968477985,360.9081957,0.994575353
35253534,3525,3534,233.5168652,17.2172375,216.2996277,0.926269833
35253536,3525,3536,147.7713984,45.69619369,102.0752047,0.690764287
35253537,3525,3537,290.907346,5.609529033,285.297817,0.980717128
35253538,3525,3538,112.5003345,28.79876709,83.70156743,0.74401172
35253539,3525,3539,1607.024614,35.40595683,1571.618657,0.977968006
35253540,3525,3540,136.2964427,32.59003461,103.7064081,0.76088859
35253541,3525,3541,722.1427986,13.15736715,708.9854315,0.981780103
35253542,3525,3542,337.012703,16.03322785,320.9794752,0.95242545
35253543,3525,3543,1300.26495,10.20771882,1290.057231,0.992149509
35253544,3525,3544,811.8729636,5.859035513,806.013928,0.99278331
35253546,3525,3546,235.8680074,0.106872241,235.7611352,0.999546898
35253547,3525,3547,65.19582767,0.046986286,65.14884139,0.999279305
35253548,3525,3548,131.3752025,15.54222755,115.8329749,0.881695881
35253549,3525,3549,182.8023729,12.18183252,170.6205404,0.933360643
35253551,3525,3551,4.559177808,15.16280404,10.60362623,2.325775979
35253552,3525,3552,34.53015233,23.98096587,10.54918646,0.305506514
35253553,3525,3553,158.906106,18.90681185,139.9992942,0.881018972
35253554,3525,3554,59.25590521,22.42575898,36.83014622,0.621543897
35253556,3525,3556,47.02030904,41.67135134,5.348957702,0.113758455
35253557,3525,3557,93.41981589,58.43378601,34.98602988,0.374503306
35253558,3525,3558,35.52738055,47.46295679,11.93557624,0.335954299
35253560,3525,3560,13.57918329,94.09978241,80.52059912,5.929708541
35259753,3525,9753,15.34907178,83.44425398,68.0951822,4.436436494
35259766,3525,9766,60.97432767,86.83908888,25.86476121,0.424191003
35259771,3525,9771,226.8777175,130.131663,96.74605453,0.426423783
35259775,3525,9775,31.45194575,217.247691,185.7957452,5.907289383
35259787,3525,9787,53.06896575,590.0411045,536.9721388,10.11838334
35259788,3525,9788,72.86241918,284.472309,211.6098898,2.904239143
35259789,3525,9789,94.72776137,194.2465074,99.51874604,1.050576353
35259790,3525,9790,26.05067562,111.1189213,85.06824568,3.265490958
35259791,3525,9791,30.49379671,170.3990535,139.9052568,4.587990735
35259792,3525,9792,14.88885918,142.9587875,128.0699283,8.60172877
35259793,3525,9793,113.5047819,90.85785649,22.64692543,0.199523976
35259794,3525,9794,123.7135238,116.2408549,7.472668964,0.060403008
35259797,3525,9797,4.93608411,161.9185522,156.9824681,31.80303752
35263501,3526,3501,14.19811644,121.9748351,107.7767186,7.590916661
35263506,3526,3506,266.8981096,106.6067371,160.2913725,0.600571404
35263507,3526,3507,84.05895014,122.78609,38.72713987,0.460714056
35263509,3526,3509,42.52074384,74.10402555,31.58328171,0.7427735
35263510,3526,3510,254.1976559,39.69577965,214.5018762,0.843838923
35263511,3526,3511,23.95971068,19.61673414,4.342976546,0.181261644
35263512,3526,3512,117.8119482,43.8158062,73.99614202,0.628086906
35263513,3526,3513,58.11320986,59.4872205,1.374010637,0.023643689
35263514,3526,3514,27.9686337,61.4576117,33.488978,1.19737626
35263515,3526,3515,257.2864271,45.01851922,212.2679079,0.825025674
35263516,3526,3516,76.71119014,77.33545263,0.624262489,0.008137828
35263518,3526,3518,370.5419781,92.72829458,277.8136835,0.749749556
35263519,3526,3519,547.9551841,68.24398553,479.7111986,0.875456994
35263520,3526,3520,6236.652716,39.24394608,6197.40877,0.993707531
35263521,3526,3521,1302.486636,15.92853281,1286.558103,0.987770675
35263522,3526,3522,167.8132904,22.56994934,145.2433411,0.865505591
35263523,3526,3523,711.7875775,40.42430179,671.3632757,0.943207351
35263524,3526,3524,2893.205103,9.646925932,2883.558177,0.996665661
35263525,3526,3525,3619.676578,11.52950132,3608.147076,0.99681477
35263526,3526,3526,5404.972381,12.07091573,5392.901465,0.997766702
35263528,3526,3528,1113.56233,9.927573228,1103.634756,0.991084852
35263529,3526,3529,577.3113822,6.219111316,571.0922709,0.989227458
35263530,3526,3530,841.5094868,7.741851439,833.7676354,0.990800043
35263531,3526,3531,92.57485507,3.592684644,88.98217042,0.961191572
35263532,3526,3532,152.2652214,8.484485881,143.7807355,0.944278242
35263534,3526,3534,183.0607537,7.47236378,175.5883899,0.959180962
35263536,3526,3536,45.4709663,1.025164842,44.44580146,0.977454518
35263537,3526,3537,113.6701474,5.943260713,107.7268867,0.94771485
35263538,3526,3538,87.87142548,0.637744184,87.2336813,0.992742303
35263539,3526,3539,463.3431123,8.671072956,454.6720394,0.981285849
35263540,3526,3540,28.72251863,0.716575408,28.00594322,0.975051791
35263541,3526,3541,126.2253792,0.402352525,125.8230267,0.996812428
35263542,3526,3542,248.8085995,0.57413322,248.2344662,0.99769247
35263543,3526,3543,914.3156822,5.192487334,909.1231949,0.994320903
35263544,3526,3544,369.0527142,14.18101343,354.8717008,0.961574559
35263546,3526,3546,111.1867022,1.716810297,109.4698919,0.984559212
35263547,3526,3547,49.54374575,8.960850286,40.58289547,0.819132564
35263548,3526,3548,97.02396986,10.61361886,86.41035101,0.890608281
35263549,3526,3549,287.5616534,10.16488085,277.3967726,0.964651473
35263551,3526,3551,38.43104795,3.937538064,34.49350988,0.897542787
35263552,3526,3552,49.77192055,4.866057905,44.90586264,0.902232868
35263553,3526,3553,22.17317178,3.199556928,18.97361485,0.855701432
35263554,3526,3554,52.35588247,1.749879547,50.60600292,0.966577212
35263556,3526,3556,32.9821326,0.034104199,32.9480284,0.99896598
35263557,3526,3557,135.6921778,0.014989611,135.6771882,0.999889532
35263558,3526,3558,28.18613589,2.182977262,26.00315863,0.922551382
35263559,3526,3559,5.264182466,1.777069752,3.487112714,0.662422463
35263560,3526,3560,14.94603781,2.704240595,12.24179721,0.819066389
35269753,3526,9753,5.030033425,3.12060117,1.909432255,0.379606276
35269766,3526,9766,10.96539616,2.569258485,8.396137679,0.765693966
35269771,3526,9771,192.348403,3.49836994,188.8500331,0.981812327
35269775,3526,9775,43.98674493,4.970624772,39.01612016,0.886997213
35269777,3526,9777,8.039120822,6.77997173,1.259149092,0.156627711
35269786,3526,9786,6.191961918,5.50706901,0.684892908,0.11061
35269787,3526,9787,33.77129096,9.963989686,23.80730127,0.704956802
35269788,3526,9788,61.99945918,9.644667018,52.35479216,0.844439498
35269789,3526,9789,9.400445479,12.63274304,3.232297563,0.343845148
35269790,3526,9790,16.99985479,17.71055706,0.710702267,0.041806373
35269791,3526,9791,14.10281178,33.88034002,19.77752824,1.402381919
35269792,3526,9792,9.005000274,82.68623802,73.68123775,8.182258246
35269793,3526,9793,50.62966877,46.88236485,3.747303914,0.074013992
35269794,3526,9794,109.1619011,43.47251223,65.68938886,0.601761129
35269797,3526,9797,3.093223562,22.59130954,19.49808597,6.303484241
35283501,3528,3501,13.7622874,24.55463798,10.79235058,0.784197443
35283502,3528,3502,4.590456986,19.11627625,14.52581926,3.164351458
35283506,3528,3506,32.3909537,12.18998074,20.20097296,0.62366095
35283507,3528,3507,10.66486986,12.46859324,1.803723376,0.169127556
35283509,3528,3509,15.39179096,17.47397951,2.082188552,0.13527916
35283510,3528,3510,94.79944411,21.3611813,73.43826281,0.774669762
35283511,3528,3511,19.82921562,17.35742704,2.47178858,0.124653876
35283512,3528,3512,43.1668874,15.47823661,27.68865079,0.641432646
35283513,3528,3513,4.407340548,9.697409686,5.290069138,1.200285996
35283514,3528,3514,3.659092603,5.517554074,1.858461472,0.507902279
35283515,3528,3515,47.07840411,3.602527065,43.47587704,0.92347814
35283516,3528,3516,10.55439753,6.075331831,4.479065703,0.424379098
35283518,3528,3518,124.6514504,9.97068327,114.6807671,0.920011494
35283519,3528,3519,92.35913178,12.77112452,79.58800726,0.861723207
35283520,3528,3520,810.0769603,11.8839433,798.193017,0.985329859
35283521,3528,3521,151.2817682,21.59486336,129.6869049,0.857254026
35283522,3528,3522,5.553265205,21.39805935,15.84479414,2.853239231
35283523,3528,3523,146.9701838,11.64426618,135.3259177,0.920771235
35283524,3528,3524,353.7696679,6.615429637,347.1542383,0.981300179
35283525,3528,3525,1838.880776,2.633292109,1836.247484,0.998567992
35283526,3528,3526,1392.110072,3.936854254,1388.173217,0.997172024
35283528,3528,3528,837.5543271,6.974112739,830.5802144,0.991673241
35283529,3528,3529,560.6843644,1.689272574,558.9950918,0.996987124
35283530,3528,3530,472.5926181,2.021097035,470.571521,0.995723384
35283531,3528,3531,58.48335836,2.662783727,55.82057463,0.954469377
35283532,3528,3532,174.5955216,1.739004392,172.8565173,0.990039811
35283534,3528,3534,89.07781726,1.063064884,88.01475238,0.988065885
35283536,3528,3536,46.3589411,1.348615815,45.01032528,0.970909262
35283537,3528,3537,28.79961479,0.739720959,28.05989384,0.974314901
35283538,3528,3538,44.4460589,1.385572777,43.06048613,0.968825745
35283539,3528,3539,633.4514222,1.213495559,632.2379266,0.998084312
35283540,3528,3540,30.68090493,0.201677479,30.47922745,0.993426612
35283541,3528,3541,302.4699849,1.18791059,301.2820743,0.996072633
35283542,3528,3542,46.47893151,0.132446685,46.34648482,0.997150393
35283543,3528,3543,280.4186153,1.764618088,278.6539973,0.993707201
35283544,3528,3544,104.0956932,0.154333393,103.9413598,0.998517389
35283546,3528,3546,35.57089562,0.088723714,35.4821719,0.997505722
35283547,3528,3547,18.04564822,0.120421743,17.92522648,0.993326826
35283548,3528,3548,113.8385216,0.85346182,112.9850598,0.992502873
35283549,3528,3549,37.83748932,2.364960815,35.4725285,0.937496888
35283551,3528,3551,3.786538356,0.291504032,3.495034324,0.923015693
35283552,3528,3552,59.39546877,1.49938537,57.8960834,0.974755896
35283553,3528,3553,19.60523288,1.646647864,17.95858501,0.916009778
35283554,3528,3554,25.83437699,1.753158363,24.08121862,0.932138547
35283556,3528,3556,17.73832301,0.66897441,17.0693486,0.962286491
35283557,3528,3557,13.88940932,0.958903039,12.93050628,0.930961568
35283559,3528,3559,3.793320548,0.704735299,3.088585249,0.814216782
35283560,3528,3560,5.226583288,0.299164845,4.927418443,0.942760915
35289766,3528,9766,26.83237068,0.007846748,26.82452394,0.999707564
35289767,3528,9767,2.141840822,0.00344976,2.138391062,0.998389348
35289771,3528,9771,12.07806274,29.14730667,17.06924393,1.413243522
35289788,3528,9788,15.52443288,23.74627411,8.221841238,0.529606544
35289789,3528,9789,2.386646027,34.5376023,32.15095627,13.47118756
35289790,3528,9790,7.533224932,41.73273584,34.19951091,4.539823412
35289792,3528,9792,2.464978082,34.09704036,31.63206228,12.83259373
35289793,3528,9793,1.89403589,45.38698966,43.49295377,22.96310962
35289794,3528,9794,6.413995616,66.36437537,59.95037976,9.346807098
35293501,3529,3501,4.30888,89.48016281,85.17128281,19.76645504
35293502,3529,3502,0.81639863,74.16000764,73.34360901,89.83798638
35293506,3529,3506,119.5652129,134.9914676,15.42625472,0.12901959
35293507,3529,3507,28.30848247,121.5774509,93.2689684,3.294735722
35293509,3529,3509,3.996790959,128.0027424,124.0059515,31.0263791
35293510,3529,3510,82.65805479,228.146013,145.4879582,1.76011834
35293511,3529,3511,1.203578904,388.0353803,386.8318014,321.4012809
35293512,3529,3512,59.98398712,1083.714009,1023.730022,17.06672182
35293514,3529,3514,30.81663068,601.3836025,570.5669718,18.51490443
35293515,3529,3515,38.23208192,419.3437275,381.1116456,9.968372802
35293516,3529,3516,30.46469562,423.3676636,392.902968,12.89699306
35293518,3529,3518,177.8781641,411.2606101,233.382446,1.312035387
35293519,3529,3519,144.270829,385.8460122,241.5751832,1.674456193
35293520,3529,3520,1939.921778,222.1540692,1717.767709,0.885482976
35293521,3529,3521,251.4699364,275.0241994,23.55426301,0.093666318
35293522,3529,3522,58.10685068,426.0610532,367.9542025,6.332372141
35293523,3529,3523,340.9642384,467.142787,126.1785486,0.370063879
35293524,3529,3524,508.7054203,362.1927493,146.512671,0.288010831
35293525,3529,3525,1037.658057,378.4450706,659.2129864,0.635289228
35293526,3529,3526,1266.620848,224.9972532,1041.623595,0.822364164
35293528,3529,3528,1015.213965,115.9176037,899.2963615,0.885819534
35293529,3529,3529,187.0475129,67.52945683,119.518056,0.63897164
35293530,3529,3530,1153.675702,131.0431603,1022.632541,0.886412481
35293531,3529,3531,118.275357,223.7667699,105.4914129,0.891913714
35293532,3529,3532,320.357786,209.9713519,110.3864342,0.344572347
35293534,3529,3534,129.518917,147.6280594,18.10914238,0.139818513
35293536,3529,3536,92.17067534,219.5623717,127.3916963,1.382128273
35293537,3529,3537,87.63966548,182.3098111,94.67014558,1.080220298
35293538,3529,3538,100.9683836,105.9949734,5.026589851,0.0497838
35293539,3529,3539,911.3375285,64.92223423,846.4152943,0.928761592
35293540,3529,3540,110.1306266,30.05675656,80.07387002,0.727080854
35293541,3529,3541,104.5778485,40.68705211,63.89079638,0.610940054
35293542,3529,3542,124.6299195,66.98548473,57.64443472,0.462524849
35293543,3529,3543,233.5463167,19.78175305,213.7645637,0.915298373
35293544,3529,3544,117.2424679,22.97923895,94.263229,0.804002429
35293546,3529,3546,22.46509151,27.27167112,4.806579617,0.213957714
35293547,3529,3547,23.1798189,20.29824507,2.881573831,0.124313906
35293548,3529,3548,71.29350795,14.35119674,56.9423112,0.798702615
35293549,3529,3549,118.2555345,16.83592169,101.4196128,0.857631004
35293551,3529,3551,3.963942466,10.7269477,6.763005233,1.706131028
35293552,3529,3552,22.30236055,19.70131634,2.601044206,0.116626408
35293553,3529,3553,4.220811233,16.32529791,12.10448667,2.867810477
35293554,3529,3554,7.993270685,2.376007763,5.617262922,0.702748993
35293556,3529,3556,9.068130137,17.36313994,8.295009807,0.914743137
